id	category	question	value	distractor1	distractor2	distractor3	audit_status	issues
DV20-1219	Chair Flying - Emergency Pressure Loops	For this trigger at Transition to descent — carburetor heat, In the transition to descent, what should be done with car…	ON before reducing power	MAX RPM, throttle FULL, carburetor heat OFF	"T/O after ""Speed checked"" within white arc"	Right side of runway due to gliders/paras		
DV20-1220	Chair Flying - Emergency Pressure Loops	For this trigger at Level-off from descent — carburetor heat OFF point, When leveling off from a descent, at what point…	100 ft before desired altitude	300 ft	200 ft AAL	300 ft AGL		
DV20-1221	Chair Flying - Emergency Pressure Loops	For this trigger at Level turn, What is the standard bank angle for a level turn?	30°	45°	15°	20°		
DV20-1222	Chair Flying - Emergency Pressure Loops	For this trigger at Level turn, What is the approximate target speed during a 30 degree level turn?	95 kts	90 kts	104 kts	70 kts		
DV20-1223	Chair Flying - Emergency Pressure Loops	For this trigger at Climbing turn, What is the maximum bank angle for a climbing turn?	15°	20°	30°	45°		
DV20-1224	Chair Flying - Emergency Pressure Loops	For this trigger at Steep turn, During a 45 degree steep turn, what should you do when passing 30 degrees of bank?	"Increase power setting by 2"""	Extend flaps T/O	"Decrease power setting by 2"""	Retard throttle to idle		
DV20-1225	Chair Flying - Emergency Pressure Loops	For this trigger at Steep turn, What is the minimum altitude for the steep turn exercise when solo?	2000 ft AGL	700 ft AGL	1500 ft AGL	3000 ft AGL		
DV20-1226	Chair Flying - Emergency Pressure Loops	For this trigger at Scanflow — traffic reporting method, What method is recommended for reporting traffic during the sc…	Clock position combined with above/below/on the horizon	Altitude in feet only	Distance in nautical miles only	Compass heading only		
DV20-1227	Chair Flying - Emergency Pressure Loops	For this trigger at Clearing turns — target speed, What speed should be maintained during clearing turns before maneuve…	90 kts	VS+10 kts	65 kts	70 kts		
DV20-1228	Chair Flying - Emergency Pressure Loops	For this trigger at Transition to glide, What is the target speed when establishing a glide from straight and level?	70 kts	90 kts	59 kts	64 kts		
DV20-1229	Chair Flying - Emergency Pressure Loops	For this trigger at Slow flight entry — initial power reduction, On entry to slow flight, to what power setting is powe…	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"	"15"" MP"		
DV20-1230	Chair Flying - Emergency Pressure Loops	For this trigger at Approach-to-stall — recovery trigger (besides warning/buffet), Besides stall warning and buffet, wh…	5 kts above stall speed, whichever comes first	104 kts	15 kts	64 kts		
DV20-1231	Chair Flying - Emergency Pressure Loops	For this trigger at Power-on stall recovery — minimum speed before climb attitude, In a power-on stall recovery, what i…	60 kts	43 kts	55 kts	70 kts		
DV20-1232	Chair Flying - Emergency Pressure Loops	For this trigger at Altitude, What is the minimum recovery altitude for a full stall when solo?	3000 ft AGL	2000 ft AGL	1500 ft AGL	700 ft AGL		
DV20-1233	Chair Flying - Emergency Pressure Loops	For this trigger at Altitude, What is the minimum recovery altitude for an approach to stall when solo?	2000 ft AGL	1000 ft AGL	3000 ft AGL	1500 ft AGL		
DV20-1234	Chair Flying - Emergency Pressure Loops	For this trigger at Stall recovery — priority action, During stall recovery, what takes priority?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-1235	Chair Flying - Emergency Pressure Loops	For this trigger at Before lowering flaps — required action, What must you do before lowering the flaps?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
DV20-1236	Chair Flying - Emergency Pressure Loops	For this trigger at Accelerating from slow flight — flap retraction speed, When accelerating out of slow flight with fl…	81 kts	90 kts	104 kts	70 kts		
DV20-1237	Chair Flying - Emergency Pressure Loops	For this trigger at Circuit area vertical extent, Up to what altitude does the aerodrome circuit area extend vertically?	1000 ft AAL	500 ft AGL	700 ft AAL	2000 ft AAL		
DV20-1238	Chair Flying - Emergency Pressure Loops	For this trigger at Standard circuit join point and angle, Where and at what angle should you join the standard circuit?	Half-way downwind at 90° interception angle	30°	15°	45° half-way crosswind leg		
DV20-1239	Chair Flying - Emergency Pressure Loops	For this trigger at Circuit departure point, Where does leaving the aerodrome circuit normally take place?	45° half-way crosswind leg	30°	15°	Half-way downwind at 90° interception angle		
DV20-1240	Chair Flying - Emergency Pressure Loops	For this trigger at Downwind HARS check — included speed, What speed is included in the downwind HARS check?	70 kts	90 kts	60 kts	75 kts		
DV20-1241	Chair Flying - Emergency Pressure Loops	For this trigger at Turning base — threshold wing position, When turning base, where should the threshold be relative t…	45–60° behind the wing	30°	15°	Half-way downwind at 90° interception angle		
DV20-1242	Chair Flying - Emergency Pressure Loops	For this trigger at Base-to-final turn — altitude and position, At approximately what altitude and position is the base…	500 ft and 20° before extended centerline	300 ft on centerline	700 ft at crosswind	200 ft abeam threshold		
DV20-1243	Chair Flying - Emergency Pressure Loops	For this trigger at Final centerline — established altitude, By what altitude should you be established on the final ce…	300 ft	200 ft AAL	300 ft AGL	Downwind with 1000 ft point		
DV20-1244	Chair Flying - Emergency Pressure Loops	For this trigger at Final approach — max flap extension speed, Below what speed may the flaps be selected?	81 kts (VFE)	70 kts	117 kts (VNO)	104 kts (VA)		
DV20-1245	Chair Flying - Emergency Pressure Loops	For this trigger at VFR standard circuit, What is the minimum height for overflying a circuit area to read the signal a…	1000 ft AAL	700 ft AAL	2000 ft AGL	500 ft AAL		
DV20-1246	Chair Flying - Emergency Pressure Loops	For this trigger at Normal takeoff, What is the rotation speed for a normal takeoff?	51 kts	58 kts	65 kts	57 kts		
DV20-1247	Chair Flying - Emergency Pressure Loops	For this trigger at Normal takeoff — post-rotation acceleration speed, After rotation on a normal takeoff, to what spee…	65 kts (Vy flaps T/O) then 70 kts after flap retraction	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-1248	Chair Flying - Emergency Pressure Loops	For this trigger at Normal takeoff (long hard runway) — flap setting, For a normal takeoff from a long, hard-surface ru…	Flaps UP	Flaps T/O	Flaps LDG	No flaps, with reduced power		
DV20-1249	Chair Flying - Emergency Pressure Loops	For this trigger at Normal takeoff (short/soft runway) — flap setting, For a normal takeoff from a short runway (<800 m…	Flaps T/O	Flaps UP	Flaps LDG	No flaps, with reduced power		
DV20-1250	Chair Flying - Emergency Pressure Loops	For this trigger at Obstacle clearance takeoff, What is the rotation speed for an obstacle clearance (short field) take…	57 kts	60 kts	51 kts	65 kts		
DV20-1251	Chair Flying - Emergency Pressure Loops	For this trigger at Obstacle clearance takeoff — climb speed, What climb speed is held until clear of obstacles on an o…	58 kts (Vx)	65 kts (Vy)	70 kts	51 kts		
DV20-1252	Chair Flying - Emergency Pressure Loops	For this trigger at Soft/rough field takeoff — nose-raise speed, On a soft/rough field takeoff, at what speed do you ge…	60 kts	65 kts	51 kts	70 kts		
DV20-1253	Chair Flying - Emergency Pressure Loops	For this trigger at Normal takeoff, During the takeoff roll, what should the engine instruments read?	2400 RPM ±100 RPM	1700 RPM	1100–1500 RPM	1100 RPM		
DV20-1254	Chair Flying - Emergency Pressure Loops	For this trigger at Normal takeoff, leaving the circuit, When leaving the circuit after departure, what is done with th…	OFF	T/O	ON	UP		
DV20-1255	Chair Flying - Emergency Pressure Loops	For this trigger at Circuit and normal landing, What is the normal minimum speed over the threshold?	60 kts	70 kts	58 kts	55 kts		
DV20-1256	Chair Flying - Emergency Pressure Loops	For this trigger at Short field landing, What is the minimum threshold speed for a short field landing?	55 kts	43 kts	60 kts	70 kts		
DV20-1257	Chair Flying - Emergency Pressure Loops	At Flaps-up landing — circuit speeds under pressure, In a flaps-up landing, what are the downwind, base, and final spee…	70 kts / 70 kts / 70 kts	90 kts / 80 kts / 70 kts	70 kts / 65 kts / 58 kts	75 kts / 70 kts / 60 kts		
DV20-1258	Chair Flying - Emergency Pressure Loops	At Normal landing — throttle idle point, what emergency step applies: During a normal landing, when is the throttle ret…	Level flight about 1 m above the runway is established	ON before reducing power	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon		
DV20-1259	Chair Flying - Emergency Pressure Loops	At Soft field landing — technique emphasis, what emergency step applies: What does soft field landing technique emphasi…	Keep nosewheel off as long as possible with full back pressure	Brake immediately after main gear touchdown	Flaps UP throughout approach	Higher approach speed of 90 kts		
DV20-1260	Chair Flying - Emergency Pressure Loops	At Short field landing — post-nosewheel action, what emergency step applies: On a short field landing, what is done aft…	Flaps UP and brake carefully	Apply full power for touch-and-go	Leave flaps LDG until clear of runway	Retract carb heat first		
DV20-1261	Chair Flying - Emergency Pressure Loops	At Touch and go (paved) — flap setting, what emergency step applies: What flap setting is used for a touch and go on a …	UP (considering distance available)	LDG until rotation	Full flap throughout	T/O always		
DV20-1262	Chair Flying - Emergency Pressure Loops	At Touch and go (grass) — flap setting, what emergency step applies: What flap setting is used for a touch and go on gr…	T/O	ON	OFF	UP		
DV20-1263	Chair Flying - Emergency Pressure Loops	At Strong crosswind — recommended landing type, what emergency step applies: In a strong crosswind, what type of landin…	A flapless landing	Higher power on final only	Full flap landing always	Slip without rudder correction		
DV20-1264	Chair Flying - Emergency Pressure Loops	At Go-around, balked landing, what emergency step applies: What are the first actions in a go-around / balked landing?	MAX RPM, throttle FULL, carburetor heat OFF	Pitch up before adding power	Flaps UP, idle power, carb heat ON	Retract all flaps, then add power		
DV20-1265	Chair Flying - Emergency Pressure Loops	With this cue at Engine failure after takeoff — glide speed, After an engine failure after takeoff, to what glide speed…	59 kts with flaps T/O, or 70 kts with flaps UP	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-1266	Chair Flying - Emergency Pressure Loops	With this cue at Insufficient engine power drill — carburetor heat position, On the insufficient engine power drill, wh…	OFF	T/O	ON	UP		
DV20-1267	Chair Flying - Emergency Pressure Loops	With this cue at Engine failure in flight (>1500 ft) — fly-to area, On an engine failure in flight above 1500 ft, where…	Downwind with 1000 ft point	100 ft before desired altitude	2000 ft AGL	3000 ft AGL		
DV20-1268	Chair Flying - Emergency Pressure Loops	With this cue at Engine failure in flight (<700 ft) — fly-to area, On an engine failure in flight below 700 ft, where d…	Direct final	Climb to 1500 ft first	Direct base only	77 liters		
DV20-1269	Chair Flying - Emergency Pressure Loops	With this cue at Engine failure in flight — transponder code, What transponder code is set during an engine failure in …	7700	7500	1200	7600		
DV20-1270	Chair Flying - Emergency Pressure Loops	With this cue at Emergency landing engine off — approach speed, What airspeed is used for an emergency landing with the…	59 kts	43 kts always	55 kts on downwind only	70 kts		
